═══ GHEG (KOSOVO-ALBANISCH) LERNSÄTZE ═══
  1012 Sätze in 9 Schwierigkeitsstufen
  Format: L# | ### | Gheg (Kosovo) | Deutsch
L9 | 059 | Përkundër vështirësive ekonomike, sipërmarrësit kosovarë kanë tregue nji qëndresë dhe kreativitet të jashtëzakonshëm në bizneset e tyre. | Trotz wirtschaftlicher Schwierigkeiten haben kosovarische Unternehmer eine außergewöhnliche Widerstandsfähigkeit und Kreativität in ihren Geschäften gezeigt.
L9 | 060 | Instituti i Historisë në Prishtinë ka botue nji studim të ri që hedh dritë mbi periudhën e ilirëve dhe lidhjen e tyre me shqiptarët e sotëm. | Das Institut für Geschichte in Prishtina hat eine neue Studie veröffentlicht, die Licht auf die Periode der Illyrer und ihre Verbindung zu den heutigen Albanern wirft.
L9 | 061 | Nëse qytetarët nuk janë të informue për të drejtat e tyre, ata s'mun me i kërkue ato — prandaj edukimi qytetar asht thelbësor për demokracinë. | Wenn die Bürger nicht über ihre Rechte informiert sind, können sie diese nicht einfordern — daher ist die staatsbürgerliche Bildung für die Demokratie wesentlich.
L9 | 062 | Pasi përfundoi dorëshkrimi i romanit, autori kaloi nji vit tjetër duke e redaktue dhe duke kërkue botuesin e duhur për veprën e tij. | Nachdem das Manuskript des Romans fertig war, verbrachte der Autor ein weiteres Jahr damit, es zu redigieren und den richtigen Verlag für sein Werk zu suchen.
L9 | 063 | Dialogu ndërmjet komuniteteve të ndryshme etnike në Kosovë, edhe pse ndonjëherë i vështirë, asht i domosdoshëm për paqe të qëndrueshme. | Der Dialog zwischen den verschiedenen ethnischen Gemeinschaften im Kosovo ist, obwohl manchmal schwierig, für einen dauerhaften Frieden unerlässlich.
L9 | 064 | Nëse analizojmë zhvillimet e fundit në tregjet globale, vërejmë se çmimet e ushqimeve janë rritë ndjeshëm për shkak të inflacionit. | Wenn wir die letzten Entwicklungen auf den globalen Märkten analysieren, stellen wir fest, dass die Lebensmittelpreise aufgrund der Inflation deutlich gestiegen sind.
L9 | 065 | Ai profesor i nderuar, të cilin e kujtojmë me shumë respekt, na ka mësue se ditunia asht arma më e fortë për me ndryshue botën. | Jener geehrte Professor, an den wir mit großem Respekt zurückdenken, hat uns gelehrt, dass Wissen die stärkste Waffe ist, um die Welt zu verändern.
L9 | 066 | Industria e turizmit në Kosovë, e cila ka nji potencial të madh të pashfrytëzue, mund të bëhet nji shtyllë e rëndësishme e ekonomisë sonë. | Die Tourismusindustrie im Kosovo, die ein großes ungenutztes Potenzial hat, könnte zu einer wichtigen Säule unserer Wirtschaft werden.
L9 | 067 | Edhe pse shumë prej nesh jetojnë larg njëri-tjetrit, lidhja jonë shpirtërore me atdhe mbetet po aq e fortë, nëse jo edhe më e fortë. | Obwohl viele von uns weit voneinander entfernt leben, bleibt unsere seelische Verbindung zur Heimat genauso stark, wenn nicht sogar stärker.
L9 | 068 | Pasi përgatiti projekt-buxhetin për vitin e ardhshëm, ministri i financave e paraqiti atë para komisionit parlamentar për diskutim. | Nachdem er den Haushaltsentwurf für das nächste Jahr vorbereitet hatte, legte der Finanzminister ihn dem parlamentarischen Ausschuss zur Diskussion vor.
L9 | 069 | Shkencëtarët që merren me studimin e trurit të njeriut, kanë zbulue se neuroplasticiteti mund të ndihmojë në riparimin e dëmeve neurologjike. | Wissenschaftler, die sich mit der Erforschung des menschlichen Gehirns befassen, haben entdeckt, dass Neuroplastizität bei der Reparatur neurologischer Schäden helfen kann.
L9 | 070 | Nëse don me shkrue nji roman të suksesshëm, nuk mjafton me pasë veç talent — duhet edhe me lexu shumë e me praktikue çdo ditë. | Wenn du einen erfolgreichen Roman schreiben willst, reicht nicht nur Talent — du musst auch viel lesen und jeden Tag üben.
L9 | 071 | Vendimi i Gjykatës Kushtetuese, i cili pritet të shpallet javën tjetër, do të ketë pasoja të rëndësishme për sistemin ligjor të vendit. | Die Entscheidung des Verfassungsgerichts, die nächste Woche verkündet werden soll, wird wichtige Folgen für das Rechtssystem des Landes haben.
L9 | 072 | Edhe pse teknologjia e inteligjencës artificiale po përparon me shpejtësi, ne duhet me reflektue për aspektet etike të përdorimit të saj. | Obwohl die Technologie der künstlichen Intelligenz rasant voranschreitet, müssen wir über die ethischen Aspekte ihrer Nutzung nachdenken.
L9 | 073 | Liri dhe përgjegjësi janë dy anë të së njëjtës medalje, prandaj kush kërkon liri pa përgjegjësi, nuk e ka kuptue thelbin e demokracisë. | Freiheit und Verantwortung sind zwei Seiten derselben Medaille, deshalb hat, wer Freiheit ohne Verantwortung fordert, das Wesen der Demokratie nicht verstanden.
L9 | 074 | Pasi u ktheva nga konferenca ndërkombëtare në Vjenë, shkrova nji raport të detajuar për të gjitha zbulimet e reja në fushën e mjekësisë. | Nachdem ich von der internationalen Konferenz in Wien zurückgekehrt war, schrieb ich einen detaillierten Bericht über alle neuen Entdeckungen im Bereich der Medizin.
L9 | 075 | Brezi i ri i artistëve kosovarë, të cilët po eksperimentojnë me forma të reja të shprehjes, ka fillue me tërheqë vëmendjen e kritikës ndërkombëtare. | Die junge Generation kosovarischer Künstler, die mit neuen Ausdrucksformen experimentieren, hat begonnen, die Aufmerksamkeit der internationalen Kritik auf sich zu ziehen.
L9 | 076 | Nëse don me ndërtue nji shoqëri të drejtë, duhet me fillue me barazinë në arsim, sepse ajo asht themeli i çdo zhvillimi shoqëror. | Wenn du eine gerechte Gesellschaft aufbauen willst, musst du mit der Gleichheit in der Bildung beginnen, denn sie ist das Fundament jeder gesellschaftlichen Entwicklung.
L9 | 077 | Pavarësisht sfidave të shumta, populli i Kosovës ka tregue nji forcë të jashtëzakonshme për me kapërcye pengesat dhe për me ecur përpara. | Trotz der zahlreichen Herausforderungen hat das Volk des Kosovo eine außergewöhnliche Stärke gezeigt, Hindernisse zu überwinden und voranzuschreiten.
L9 | 078 | Profesoresha e letërsisë, e cila ka doktoratë për veprat e Kadaresë, na shpjegoi si autori përdor simbolikën për me përshkrue realitetin shqiptar. | Die Literaturprofessorin, die einen Doktortitel über die Werke Kadares hat, erklärte uns, wie der Autor Symbolik verwendet, um die albanische Wirklichkeit zu beschreiben.
L9 | 079 | Kur flasim për identitetin kombëtar, duhet me kuptue se ai asht nji koncept dinamik që ndryshon dhe evoluon me kalimin e kohës. | Wenn wir über die nationale Identität sprechen, müssen wir verstehen, dass sie ein dynamisches Konzept ist, das sich im Laufe der Zeit verändert und weiterentwickelt.
L9 | 080 | Pasi mbaroi diskutimi i nxehtë në parlament, deputetët votuan për ligjin e ri që rregullon statusin e nëpunësve civilë. | Nach der hitzigen Diskussion im Parlament stimmten die Abgeordneten für das neue Gesetz, das den Status der Beamten regelt.
L9 | 081 | Nëse don me kuptue muzikën tradicionale shqiptare, duhet me dëgjue lahutën dhe çiftelinë, instrumente që tregojnë historinë e trimave të vjetër. | Wenn du die traditionelle albanische Musik verstehen willst, musst du die Lahuta und die Çifteli hören, Instrumente, die die Geschichte der alten Helden erzählen.
L9 | 082 | Organizata Botërore e Shëndetësisë ka rekomandue masa të reja për me përmirësue sistemin shëndetësor në vendet në zhvillim. | Die Weltgesundheitsorganisation hat neue Maßnahmen empfohlen, um das Gesundheitssystem in Entwicklungsländern zu verbessern.
L9 | 083 | Edhe pse sfidat janë të mëdha, ne nuk duhet me harru se çdo vështirësi sjell me vete mundësi të reja për rritje dhe zhvillim personal. | Obwohl die Herausforderungen groß sind, dürfen wir nicht vergessen, dass jede Schwierigkeit neue Möglichkeiten für persönliches Wachstum und Entwicklung mit sich bringt.
L9 | 084 | Ai shkencëtar i ri, kërkimet e të cilit fokusohen në energjinë diellore, ka fitu nji grant prestigjioz për me vazhdue studimet e tij. | Jener junge Wissenschaftler, dessen Forschung sich auf Solarenergie konzentriert, hat ein prestigeträchtiges Stipendium gewonnen, um seine Studien fortzusetzen.
L9 | 085 | Pasi mora pjesë në atë forum për të drejtat e njeriut, kuptova se lufta për drejtësi asht nji proces që kurrë nuk mbaron. | Nachdem ich an jenem Forum für Menschenrechte teilgenommen hatte, verstand ich, dass der Kampf für Gerechtigkeit ein Prozess ist, der nie endet.
L9 | 086 | Trashëgimia kulturore e Kosovës, e cila përfshin monumente të periudhave të ndryshme historike, duhet me u mbrojtë për brezat e ardhshëm. | Das kulturelle Erbe des Kosovo, das Denkmäler verschiedener historischer Perioden umfasst, muss für die kommenden Generationen geschützt werden.
L9 | 087 | Nëse do me kontribuue në paqen botërore, fillo me respektue dhe me kuptue kulturat e tjera që janë të ndryshme nga e jotja. | Wenn du zum Weltfrieden beitragen willst, fang damit an, andere Kulturen, die anders sind als deine eigene, zu respektieren und zu verstehen.
L9 | 088 | Edhe pse shumë njerëz e konsiderojnë shqipen nji gjuhë të vështirë, ajo ka nji strukturë logjike dhe të rregullt që e bën më të lehtë për me u mësue nga ata që kanë vullnet. | Obwohl viele Menschen Albanisch für eine schwierige Sprache halten, hat es eine logische und regelmäßige Struktur, die es für diejenigen, die den Willen haben, leichter zu lernen macht.
L9 | 089 | Procesi i anëtarësimit në Bashkimin Evropian, për të cilin Kosova punon prej vitesh, kërkon plotësimin e shumë kushteve dhe kritereve. | Der Beitrittsprozess zur Europäischen Union, an dem der Kosovo seit Jahren arbeitet, erfordert die Erfüllung vieler Bedingungen und Kriterien.
L9 | 090 | Nëse trajneri ynë nuk ndryshon strategjinë për ndeshjen e ardhshme, skuadra jonë rrezikon me humbë edhe në këtë kampionat të rëndësishëm. | Wenn unser Trainer die Strategie für das nächste Spiel nicht ändert, riskiert unsere Mannschaft, auch in dieser wichtigen Meisterschaft zu verlieren.
L9 | 091 | Ai diplomat i përvojshëm, të cilin e respektojnë të gjithë për integritetin e tij, ka arritë me ndërmjetësue nji marrëveshje të rëndësishme. | Jener erfahrene Diplomat, den alle wegen seiner Integrität respektieren, hat es geschafft, ein wichtiges Abkommen zu vermitteln.
L9 | 092 | Pasi kaloi nëpër shumë vështirësi dhe pengesa, ai më në fund arriti me realizue ëndrrën e tij për me hapë nji biznes të suksesshëm. | Nachdem er durch viele Schwierigkeiten und Hindernisse gegangen war, erreichte er endlich seinen Traum, ein erfolgreiches Geschäft zu eröffnen.
L9 | 093 | Edukimi i vajzave, i cili për shumë kohë ka qenë i neglizhuem në disa vende, asht thelbësor për zhvillimin e qëndrueshëm të shoqërisë. | Die Bildung von Mädchen, die in manchen Ländern lange vernachlässigt worden ist, ist für die nachhaltige Entwicklung der Gesellschaft wesentlich.
L9 | 094 | Nëse don me u bë mjek, duhet me studjue shumë vite dhe me pasë durim, sepse rruga për t'u bë nji profesionist i mirë asht e gjatë. | Wenn du Arzt werden willst, musst du viele Jahre studieren und Geduld haben, denn der Weg zu einem guten Fachmann ist lang.
L9 | 095 | Konflikti i fundit ndërmjet dy kompanive, i cili u zgjidh n'gjykatën tregtare, tregon se sa e rëndësishme asht kontrata e mirë. | Der letzte Konflikt zwischen zwei Firmen, der vor dem Handelsgericht gelöst wurde, zeigt, wie wichtig ein guter Vertrag ist.
L9 | 096 | Sipas parashikimeve të ekspertëve të klimës, temperaturat globale do të vazhdojnë me u rritë nëse nuk ndërmarrim masa drastike. | Laut den Vorhersagen der Klimaexperten werden die globalen Temperaturen weiter steigen, wenn wir keine drastischen Maßnahmen ergreifen.
L9 | 097 | Edhe pse kemi kaluar shumë vështirësi si popull, ne kemi arritë me ruajtë gjuhën dhe kulturën tonë për shekuj me radhë. | Obwohl wir als Volk viele Schwierigkeiten durchgemacht haben, haben wir es geschafft, unsere Sprache und Kultur jahrhundertelang zu bewahren.
L9 | 098 | Ajo organizatë humanitare, e cila punon në Kosovë që nga përfundimi i luftës, ka ndihmue mijëra familje në nevojë me ushqim e veshmbathje. | Jene humanitäre Organisation, die seit dem Ende des Krieges im Kosovo arbeitet, hat Tausenden von bedürftigen Familien mit Nahrung und Kleidung geholfen.
L9 | 099 | Pasi lexova librin e tij për herë të dytë, kuptova shumë shtresa të reja kuptimi që s'i kisha vërejtë në leximin e parë. | Nachdem ich sein Buch zum zweiten Mal gelesen hatte, verstand ich viele neue Bedeutungsebenen, die ich beim ersten Lesen nicht bemerkt hatte.
L9 | 100 | Marrëveshja e paqes, e cila u nënshkrua në prani të përfaqësuesve ndërkombëtarë, u prit me optimizëm nga opinioni publik. | Das Friedensabkommen, das in Anwesenheit internationaler Vertreter unterzeichnet wurde, wurde von der öffentlichen Meinung mit Optimismus aufgenommen.
L9 | 101 | Nëse nuk ndryshojmë mënyrën si konsumojmë burimet natyrore, brezat e ardhshëm do të përballen me nji krizë ekologjike pa precedent. | Wenn wir nicht ändern, wie wir die natürlichen Ressourcen verbrauchen, werden die kommenden Generationen mit einer beispiellosen ökologischen Krise konfrontiert sein.
L9 | 102 | Profesori ynë, i cili ka shkrue mbi 30 libra gjatë karrierës së tij, na inkurajonte gjithmonë me mendue në mënyrë kritike e me bâ pyetje. | Unser Professor, der während seiner Karriere über 30 Bücher geschrieben hat, ermutigte uns immer, kritisch zu denken und Fragen zu stellen.
L9 | 103 | Edhe pse diaspora kosovare jeton shpërndarë nëpër botë, ajo vazhdon me kontribuue në zhvillimin ekonomik të vendit përmes investimeve. | Obwohl die kosovarische Diaspora über die ganze Welt verstreut lebt, trägt sie weiterhin durch Investitionen zur wirtschaftlichen Entwicklung des Landes bei.
L9 | 104 | Pasi kaloi nëpër provimin e vështirë të jurisprudencës, ai u emërua gjyqtar në gjykatën themelore të Prishtinës. | Nachdem er die schwierige Jurisprudenzprüfung bestanden hatte, wurde er zum Richter am Grundgericht von Prishtina ernannt.
L9 | 105 | Nëse don me pasë nji marrëdhënie të shëndoshë me fëmijët e tu, duhet me i dëgjue ata dhe me respektue mendimet e tyre, edhe kur nuk pajtohesh. | Wenn du eine gesunde Beziehung zu deinen Kindern haben willst, musst du ihnen zuhören und ihre Meinungen respektieren, auch wenn du nicht einverstanden bist.
L9 | 106 | Festivali Ndërkombëtar i Filmit në Prishtinë, i cili mbahet çdo vit, ka sjellë në Kosovë artistë dhe regjisorë të famshëm nga e gjithë bota. | Das Internationale Filmfestival in Prishtina, das jedes Jahr stattfindet, hat berühmte Künstler und Regisseure aus der ganzen Welt in den Kosovo gebracht.
L9 | 107 | Rezultatet e këtij studimi shkencor, të cilat u publikuan në nji revistë prestigjioze, konfirmojnë hipotezën tonë për shkaqet e sëmundjes. | Die Ergebnisse dieser wissenschaftlichen Studie, die in einer prestigeträchtigen Zeitschrift veröffentlicht wurden, bestätigen unsere Hypothese über die Ursachen der Krankheit.
L9 | 108 | Edhe pse bota përballet me sfida të shumta, unë besoj se njerëzimi ka mençurinë dhe vullnetin për me gjetë zgjidhje për çdo problem. | Obwohl die Welt vor zahlreichen Herausforderungen steht, glaube ich, dass die Menschheit die Weisheit und den Willen hat, für jedes Problem eine Lösung zu finden.
L9 | 109 | Pasi mbarova së lexuari poezinë e Lasgush Poradecit, mbeta i mahnitun nga bukuria dhe thellësia e fjalëve të tij. | Nachdem ich die Poesie von Lasgush Poradeci zu Ende gelesen hatte, war ich von der Schönheit und Tiefe seiner Worte überwältigt.
L9 | 110 | Nëse gjeneratat e reja nuk mësojnë nga gabimet e së kaluarës, ato janë të dënueme me përsëritë të njëjtat tragjedi historike. | Wenn die jungen Generationen nicht aus den Fehlern der Vergangenheit lernen, sind sie dazu verurteilt, dieselben historischen Tragödien zu wiederholen.
L9 | 111 | Integrimi evropian i Kosovës, për të cilin janë bërë shumë reforma, mbetet nji nga prioritetet kryesore të politikës së jashtme të vendit. | Die europäische Integration des Kosovo, für die viele Reformen durchgeführt wurden, bleibt eine der Hauptprioritäten der Außenpolitik des Landes.
L9 | 112 | Ai që ka përjetue varfëninë dhe padrejtësinë, e di më së miri se sa vlejnë liria dhe mundësia për nji jetë më të mirë. | Derjenige, der Armut und Ungerechtigkeit erlebt hat, weiß am besten, wie viel Freiheit und die Möglichkeit für ein besseres Leben wert sind.
L9 | 113 | Pasi të keni përfundue të gjitha procedurat administrative, ju do të merrni në njoftim për datën e fillimit të punës suaj të re. | Nachdem Sie alle administrativen Verfahren abgeschlossen haben, werden Sie eine Benachrichtigung über das Startdatum Ihrer neuen Arbeit erhalten.
L9 | 114 | Në shoqërinë tonë, koncepti i mikpritjes shtrihet përtej detyrimit shoqëror — ai asht nji pjesë e thellë e identitetit tonë kulturor. | In unserer Gesellschaft geht das Konzept der Gastfreundschaft über die soziale Verpflichtung hinaus — es ist ein tiefer Teil unserer kulturellen Identität.
